F5 Sample ID	FFID	F5 CAGE Lib ID	F5 RNASEQ Lib ID	ROADMAP Matching Sample	Facet ontology ID	Facet ontology term	F5 Sample Type	F5 Sample Description	ROADMAP_Description	Note
11399	FF:11399-118D4	CNhs12009	__na	__na	CL:0000067	ciliated epithelial cell	primary_cell	Ciliary Epithelial Cells, donor3	__na	__na
11323	FF:11323-117D9	CNhs11966	__na	__na	CL:0000067	ciliated epithelial cell	primary_cell	Ciliary Epithelial Cells, donor2	__na	__na
11242	FF:11242-116D9	CNhs10871	__na	__na	CL:0000067	ciliated epithelial cell	primary_cell	Ciliary Epithelial Cells, donor1	__na	__na
11426	FF:11426-118G4	CNhs12036	__na	__na	CL:0000062	osteoblast	primary_cell	Osteoblast, donor3	__na	__na
11425	FF:11425-118G3	CNhs12035	__na	__na	CL:0000062	osteoblast	primary_cell	Osteoblast - differentiated, donor3	__na	__na
11354	FF:11354-117H4	CNhs11385	__na	__na	CL:0000062	osteoblast	primary_cell	Osteoblast, donor2	__na	__na
11353	FF:11353-117H3	CNhs11980	__na	__na	CL:0000062	osteoblast	primary_cell	Osteoblast - differentiated, donor2	__na	__na
11276	FF:11276-116H7	CNhs11311	__na	__na	CL:0000062	osteoblast	primary_cell	Osteoblast - differentiated, donor1	__na	__na
11398	FF:11398-118D3	CNhs11908	__na	__na	CL:0000056	myoblast	primary_cell	Myoblast, donor3	__na	__na
11322	FF:11322-117D8	CNhs11965	__na	__na	CL:0000056	myoblast	primary_cell	Myoblast, donor2	__na	__na
11241	FF:11241-116D8	CNhs10870	__na	__na	CL:0000056	myoblast	primary_cell	Myoblast, donor1	__na	__na
11352	FF:11352-117H2	CNhs11384	__na	__na	CL:0000047	neuronal stem cell	primary_cell	Neural stem cells, donor2	__na	__na
11275	FF:11275-116H6	CNhs11063	__na	__na	CL:0000047	neuronal stem cell	primary_cell	Neural stem cells, donor1	__na	__na
12246	FF:12246-129H5	CNhs12549	__na	__na	__na	__na	primary_cell	Eosinophils, donor3	__na	low_quantity
12245	FF:12245-129H4	CNhs12548	__na	__na	__na	__na	primary_cell	Eosinophils, donor2	__na	low_quantity
12244	FF:12244-129H3	CNhs12547	__na	__na	__na	__na	primary_cell	Eosinophils, donor1	__na	low_quantity
12242	FF:12242-129H1	CNhs12563	__na	__na	__na	__na	primary_cell	Basophils, donor2	__na	low_quantity
12241	FF:12241-129G9	CNhs12546	__na	__na	__na	__na	primary_cell	Basophils, donor1	__na	low_quantity
12234	FF:12234-129G2	CNhs12562	__na	__na	__na	__na	primary_cell	mature adipocyte, donor4	__na	low_quantity
12233	FF:12233-129G1	CNhs12560	__na	__na	__na	__na	primary_cell	mature adipocyte, donor3	__na	low_quantity
12232	FF:12232-129F9	CNhs12559	__na	__na	__na	__na	primary_cell	mature adipocyte, donor2	__na	low_quantity
12231	FF:12231-129F8	CNhs12558	__na	__na	__na	__na	primary_cell	mature adipocyte, donor1	__na	low_quantity
12226	FF:12226-129F3	CNhs12554	__na	__na	__na	__na	primary_cell	nasal epithelial cells, donor1, tech_rep2	__na	low_quantity
12225	FF:12225-129F2	CNhs12588	__na	E035	__na	__na	primary_cell	CD34+ stem cells - adult bone marrow derived, donor1, tech_rep1	Primary hematopoietic stem cells	__na
12225	FF:12225-129F2	CNhs12553	__na	E035	__na	__na	primary_cell	CD34+ stem cells - adult bone marrow derived, donor1, tech_rep2	Primary hematopoietic stem cells	low_quantity
12224	FF:12224-129F1	CNhs12552	__na	__na	__na	__na	primary_cell	CD133+ stem cells - adult bone marrow derived, pool1	__na	low_quantity
12223	FF:12223-129E9	CNhs12545	__na	__na	__na	__na	primary_cell	CD133+ stem cells - cord blood derived, pool1	__na	low_quantity
12214	FF:12214-129D9	CNhs12188	RDhi10012	__na	__na	__na	primary_cell	CD19+ B Cells (pluriselect), donor090612, donation3	__na	low_quantity
12211	FF:12211-129D6	CNhs12187	RDhi10019	E047	__na	__na	primary_cell	CD8+ T Cells (pluriselect), donor090612, donation3	Primary T CD8+ naive cells from peripheral blood	low_quantity
12209	FF:12209-129D4	CNhs12185	RDhi10011	__na	__na	__na	primary_cell	CD19+ B Cells (pluriselect), donor090612, donation2	__na	low_quantity
12206	FF:12206-129D1	CNhs12184	RDhi10018	E047	__na	__na	primary_cell	CD8+ T Cells (pluriselect), donor090612, donation2	Primary T CD8+ naive cells from peripheral blood	low_quantity
12204	FF:12204-129C8	CNhs12183	RDhi10010	__na	__na	__na	primary_cell	CD19+ B Cells (pluriselect), donor090612, donation1	__na	low_quantity
12201	FF:12201-129C5	CNhs12182	RDhi10017	E047	__na	__na	primary_cell	CD8+ T Cells (pluriselect), donor090612, donation1	Primary T CD8+ naive cells from peripheral blood	low_quantity
12199	FF:12199-129C3	CNhs12181	RDhi10009	__na	__na	__na	primary_cell	CD19+ B Cells (pluriselect), donor090309, donation3	__na	low_quantity
12196	FF:12196-129B9	CNhs12180	RDhi10016	E047	__na	__na	primary_cell	CD8+ T Cells (pluriselect), donor090309, donation3	Primary T CD8+ naive cells from peripheral blood	low_quantity
12194	FF:12194-129B7	CNhs12179	RDhi10008	__na	__na	__na	primary_cell	CD19+ B Cells (pluriselect), donor090309, donation2	__na	low_quantity
12191	FF:12191-129B4	CNhs12178	RDhi10015	E047	__na	__na	primary_cell	CD8+ T Cells (pluriselect), donor090309, donation2	Primary T CD8+ naive cells from peripheral blood	low_quantity
12189	FF:12189-129B2	CNhs12177	RDhi10007	__na	__na	__na	primary_cell	CD19+ B Cells (pluriselect), donor090309, donation1	__na	low_quantity
12186	FF:12186-129A8	CNhs12176	RDhi10014	E047	__na	__na	primary_cell	CD8+ T Cells (pluriselect), donor090309, donation1	Primary T CD8+ naive cells from peripheral blood	low_quantity
12179	FF:12179-129A1	CNhs11675	RDhi10000	__na	__na	__na	primary_cell	Whole blood (ribopure), donor090309, donation1	__na	__na
12174	FF:12174-128I5	CNhs12175	__na	__na	__na	__na	primary_cell	CD19+ B Cells (pluriselect), donor090325, donation2	__na	low_quantity
12171	FF:12171-128I2	CNhs12199	__na	E047	__na	__na	primary_cell	CD8+ T Cells (pluriselect), donor090325, donation2	Primary T CD8+ naive cells from peripheral blood	low_quantity
12156	FF:12156-128G5	CNhs12197	__na	__na	__na	__na	primary_cell	Mesothelial Cells, donor2	__na	low_quantity
12151	FF:12151-128F9	CNhs12531	__na	__na	__na	__na	primary_cell	CD19+ B Cells (pluriselect), donor090325, donation1	__na	low_quantity
12148	FF:12148-128F6	CNhs12201	__na	E047	__na	__na	primary_cell	CD8+ T Cells (pluriselect), donor090325, donation1	Primary T CD8+ naive cells from peripheral blood	low_quantity
12142	FF:12142-128E9	CNhs12538	__na	__na	__na	__na	primary_cell	Mallassez-derived cells, donor1 (MZH3)	__na	low_quantity
12141	FF:12141-128E8	CNhs12530	__na	__na	__na	__na	primary_cell	neutrophil PMN, donor3	__na	low_quantity
12140	FF:12140-128E7	CNhs12529	__na	__na	__na	__na	primary_cell	promyelocytes/myelocytes PMC, donor3	__na	low_quantity
12139	FF:12139-128E6	CNhs12528	__na	__na	__na	__na	primary_cell	granulocyte macrophage progenitor, donor3	__na	low_quantity
12137	FF:12137-128E4	CNhs12526	__na	__na	__na	__na	primary_cell	neutrophil PMN, donor2	__na	low_quantity
12136	FF:12136-128E3	CNhs12525	__na	__na	__na	__na	primary_cell	promyelocytes/myelocytes PMC, donor2	__na	low_quantity
12135	FF:12135-128E2	CNhs12524	__na	__na	__na	__na	primary_cell	granulocyte macrophage progenitor, donor2	__na	low_quantity
12134	FF:12134-128E1	CNhs12523	__na	__na	__na	__na	primary_cell	common myeloid progenitor CMP, donor2	__na	low_quantity
12133	FF:12133-128D9	CNhs12522	__na	__na	__na	__na	primary_cell	neutrophil PMN, donor1	__na	low_quantity
12132	FF:12132-128D8	CNhs12520	__na	__na	__na	__na	primary_cell	promyelocytes/myelocytes PMC, donor1	__na	low_quantity
12131	FF:12131-128D7	CNhs12519	__na	__na	__na	__na	primary_cell	granulocyte macrophage progenitor, donor1	__na	low_quantity
12130	FF:12130-128D6	CNhs12518	__na	__na	__na	__na	primary_cell	common myeloid progenitor CMP, donor1	__na	low_quantity
11969	FF:11969-126D7	CNhs14193	__na	__na	__na	__na	primary_cell	Smooth muscle cells - airway, control, donor4	__na	__na
11968	FF:11968-126D6	CNhs14192	__na	__na	__na	__na	primary_cell	Smooth muscle cells - airway, control, donor3	__na	__na
11967	FF:11967-126D5	CNhs14191	__na	__na	__na	__na	primary_cell	Smooth muscle cells - airway, control, donor2	__na	__na
11966	FF:11966-126D4	CNhs14190	__na	__na	__na	__na	primary_cell	Smooth muscle cells - airway, control, donor1	__na	__na
11965	FF:11965-126D3	CNhs14189	__na	__na	__na	__na	primary_cell	Smooth muscle cells - airway, asthmatic, donor6	__na	__na
11964	FF:11964-126D2	CNhs14188	__na	__na	__na	__na	primary_cell	Smooth muscle cells - airway, asthmatic, donor5	__na	__na
11963	FF:11963-126D1	CNhs14187	__na	__na	__na	__na	primary_cell	Smooth muscle cells - airway, asthmatic, donor4	__na	__na
11962	FF:11962-126C9	CNhs14186	__na	__na	__na	__na	primary_cell	Smooth muscle cells - airway, asthmatic, donor3	__na	__na
11961	FF:11961-126C8	CNhs14184	__na	__na	__na	__na	primary_cell	Smooth muscle cells - airway, asthmatic, donor2	__na	__na
11960	FF:11960-126C7	CNhs14183	__na	__na	__na	__na	primary_cell	Smooth muscle cells - airway, asthmatic, donor1	__na	__na
11942	FF:11942-126A7	CNhs13927	__na	__na	__na	__na	primary_cell	Mast cell, expanded and stimulated, donor8	__na	__na
11941	FF:11941-126A6	CNhs13926	__na	__na	__na	__na	primary_cell	Mast cell, expanded, donor8	__na	__na
11940	FF:11940-126A5	CNhs13925	__na	__na	__na	__na	primary_cell	Mast cell, expanded and stimulated, donor5	__na	__na
11939	FF:11939-126A4	CNhs13924	__na	__na	__na	__na	primary_cell	Mast cell, expanded, donor5	__na	__na
11938	FF:11938-126A3	CNhs13915	__na	__na	__na	__na	primary_cell	gamma delta positive T cells, donor2	__na	__na
11937	FF:11937-126A2	CNhs13914	__na	__na	__na	__na	primary_cell	gamma delta positive T cells, donor1	__na	__na
11928	FF:11928-125I2	CNhs14135	__na	__na	__na	__na	primary_cell	Fibroblast - Gingival, donor10 (periodontitis)	__na	__na
11927	FF:11927-125I1	CNhs14134	__na	__na	__na	__na	primary_cell	Fibroblast - Gingival, donor9 (control)	__na	__na
11926	FF:11926-125H9	CNhs14133	__na	__na	__na	__na	primary_cell	Fibroblast - Gingival, donor8 (control)	__na	__na
11925	FF:11925-125H8	CNhs14132	__na	__na	__na	__na	primary_cell	Fibroblast - Gingival, donor8 (chronic periodontitis)	__na	__na
11924	FF:11924-125H7	CNhs14131	__na	__na	__na	__na	primary_cell	Fibroblast - Gingival, donor7 (control)	__na	__na
11923	FF:11923-125H6	CNhs14130	__na	__na	__na	__na	primary_cell	Fibroblast - Gingival, donor7 (aggressive periodontitis)	__na	__na
11922	FF:11922-125H5	CNhs14129	__na	__na	__na	__na	primary_cell	Fibroblast - Gingival, donor6 (control)	__na	__na
11921	FF:11921-125H4	CNhs14128	__na	__na	__na	__na	primary_cell	Fibroblast - Gingival, donor6 (aggressive periodontitis)	__na	__na
11919	FF:11919-125H2	CNhs13919	__na	E039	__na	__na	primary_cell	CD4+CD25+CD45RA+ naive regulatory T cells expanded, donor3	Primary T helper naive cells from peripheral blood	__na
11918	FF:11918-125H1	CNhs13921	__na	__na	__na	__na	primary_cell	CD4+CD25-CD45RA- memory conventional T cells expanded, donor3	__na	__na
11915	FF:11915-125G7	CNhs13918	__na	E039	__na	__na	primary_cell	CD4+CD25+CD45RA+ naive regulatory T cells expanded, donor2	Primary T helper naive cells from peripheral blood	__na
11914	FF:11914-125G6	CNhs13920	__na	__na	__na	__na	primary_cell	CD4+CD25-CD45RA- memory conventional T cells expanded, donor2	__na	__na
11889	FF:11889-125D8	CNhs13495	__na	__na	__na	__na	primary_cell	CD14+ monocytes - treated with B-glucan, donor3	__na	__na
11888	FF:11888-125D7	CNhs13494	__na	__na	__na	__na	primary_cell	CD14+ monocytes - treated with Candida, donor3	__na	__na
11887	FF:11887-125D6	CNhs13546	__na	__na	__na	__na	primary_cell	CD14+ monocytes - treated with Cryptococcus, donor3	__na	__na
11886	FF:11886-125D5	CNhs13493	__na	__na	__na	__na	primary_cell	CD14+ monocytes - treated with Salmonella, donor3	__na	__na
11885	FF:11885-125D4	CNhs13545	__na	__na	__na	__na	primary_cell	CD14+ monocytes - treated with lipopolysaccharide, donor3	__na	__na
11884	FF:11884-125D3	CNhs13492	__na	__na	__na	__na	primary_cell	CD14+ monocytes - treated with Group A streptococci, donor3	__na	__na
11882	FF:11882-125D1	CNhs13544	__na	__na	__na	__na	primary_cell	CD14+ monocytes - treated with Trehalose dimycolate (TDM), donor3	__na	__na
11881	FF:11881-125C9	CNhs13490	__na	__na	__na	__na	primary_cell	CD14+ monocytes - treated with IFN + N-hexane, donor3	__na	__na
11880	FF:11880-125C8	CNhs13543	__na	__na	__na	__na	primary_cell	CD14+ monocytes - treated with BCG, donor3	__na	__na
11879	FF:11879-125C7	CNhs13489	__na	__na	__na	__na	primary_cell	CD14+ monocytes - treated with B-glucan, donor2	__na	__na
11878	FF:11878-125C6	CNhs13488	__na	__na	__na	__na	primary_cell	CD14+ monocytes - treated with Candida, donor2	__na	__na
11877	FF:11877-125C5	CNhs13487	__na	__na	__na	__na	primary_cell	CD14+ monocytes - treated with Cryptococcus, donor2	__na	__na
11876	FF:11876-125C4	CNhs13485	__na	__na	__na	__na	primary_cell	CD14+ monocytes - treated with Salmonella, donor2	__na	__na
11875	FF:11875-125C3	CNhs13533	__na	__na	__na	__na	primary_cell	CD14+ monocytes - treated with lipopolysaccharide, donor2	__na	__na
11874	FF:11874-125C2	CNhs13532	__na	__na	__na	__na	primary_cell	CD14+ monocytes - treated with Group A streptococci, donor2	__na	__na
11872	FF:11872-125B9	CNhs13483	__na	__na	__na	__na	primary_cell	CD14+ monocytes - treated with Trehalose dimycolate (TDM), donor2	__na	__na
11871	FF:11871-125B8	CNhs13476	__na	__na	__na	__na	primary_cell	CD14+ monocytes - treated with IFN + N-hexane, donor2	__na	__na
11870	FF:11870-125B7	CNhs13475	__na	__na	__na	__na	primary_cell	CD14+ monocytes - treated with BCG, donor2	__na	__na
11869	FF:11869-125B6	CNhs13474	__na	__na	__na	__na	primary_cell	CD14+ monocytes - treated with B-glucan, donor1	__na	__na
11868	FF:11868-125B5	CNhs13473	__na	__na	__na	__na	primary_cell	CD14+ monocytes - treated with Candida, donor1	__na	__na
11867	FF:11867-125B4	CNhs13472	__na	__na	__na	__na	primary_cell	CD14+ monocytes - treated with Cryptococcus, donor1	__na	__na
11866	FF:11866-125B3	CNhs13471	__na	__na	__na	__na	primary_cell	CD14+ monocytes - treated with Salmonella, donor1	__na	__na
11865	FF:11865-125B2	CNhs13470	__na	__na	__na	__na	primary_cell	CD14+ monocytes - treated with lipopolysaccharide, donor1	__na	__na
11864	FF:11864-125B1	CNhs13469	__na	__na	__na	__na	primary_cell	CD14+ monocytes - treated with Group A streptococci, donor1	__na	__na
11862	FF:11862-125A8	CNhs13467	__na	__na	__na	__na	primary_cell	CD14+ monocytes - treated with Trehalose dimycolate (TDM), donor1	__na	__na
11861	FF:11861-125A7	CNhs13466	__na	__na	__na	__na	primary_cell	CD14+ monocytes - treated with IFN + N-hexane, donor1	__na	__na
11860	FF:11860-125A6	CNhs13465	__na	__na	__na	__na	primary_cell	CD14+ monocytes - treated with BCG, donor1	__na	__na
11842	FF:11842-124H6	CNhs13507	__na	__na	__na	__na	primary_cell	mesenchymal precursor cell - ovarian cancer right ovary, donor3 (SOC-57-02-G)	__na	__na
11838	FF:11838-124H2	CNhs13097	__na	__na	__na	__na	primary_cell	mesenchymal precursor cell - ovarian cancer metastasis, donor4	__na	__na
11837	FF:11837-124H1	CNhs13096	__na	__na	__na	__na	primary_cell	mesenchymal precursor cell - ovarian cancer right ovary, donor4	__na	__na
11836	FF:11836-124G9	CNhs13094	__na	__na	__na	__na	primary_cell	mesenchymal precursor cell - ovarian cancer left ovary, donor4	__na	__na
11835	FF:11835-124G8	CNhs13093	__na	__na	__na	__na	primary_cell	mesenchymal precursor cell - ovarian cancer metastasis, donor2	__na	__na
11833	FF:11833-124G6	CNhs13092	__na	__na	__na	__na	primary_cell	mesenchymal precursor cell - ovarian cancer left ovary, donor2	__na	__na
11798	FF:11798-124C7	CNhs13237	__na	__na	__na	__na	primary_cell	CD4+CD25-CD45RA- memory conventional T cells, donor2	__na	low_quantity
11796	FF:11796-124C5	CNhs13235	__na	__na	__na	__na	primary_cell	CD4+CD25+CD45RA+ naive regulatory T cells, donor2	__na	low_quantity
11790	FF:11790-124B8	CNhs13229	__na	__na	__na	__na	primary_cell	CD14-CD16+ Monocytes, donor1	__na	low_quantity
11786	FF:11786-124B4	CNhs13239	__na	__na	__na	__na	primary_cell	CD4+CD25-CD45RA- memory conventional T cells, donor1	__na	low_quantity
11780	FF:11780-124A7	CNhs13238	__na	__na	__na	__na	primary_cell	CD4+CD25+CD45RA+ naive regulatory T cells, donor1	__na	low_quantity
11769	FF:11769-123I5	CNhs12642	__na	__na	__na	__na	primary_cell	Bronchial Epithelial Cell, donor7	__na	__na
11762	FF:11762-123H7	CNhs12378	__na	__na	__na	__na	primary_cell	mesenchymal precursor cell - ovarian cancer metastasis, donor3	__na	__na
11761	FF:11761-123H6	CNhs12377	__na	__na	__na	__na	primary_cell	mesenchymal precursor cell - ovarian cancer right ovary, donor3 (SOC-57-02)	__na	__na
11760	FF:11760-123H5	CNhs12376	__na	__na	__na	__na	primary_cell	mesenchymal precursor cell - ovarian cancer left ovary, donor3	__na	__na
11759	FF:11759-123H4	CNhs12375	__na	__na	__na	__na	primary_cell	mesenchymal precursor cell - ovarian cancer right ovary, donor2	__na	__na
11758	FF:11758-123H3	CNhs12374	__na	__na	__na	__na	primary_cell	mesenchymal precursor cell - ovarian cancer metastasis, donor1	__na	__na
11757	FF:11757-123H2	CNhs12373	__na	__na	__na	__na	primary_cell	mesenchymal precursor cell - ovarian cancer right ovary, donor1	__na	__na
11756	FF:11756-123H1	CNhs12372	__na	__na	__na	__na	primary_cell	mesenchymal precursor cell - ovarian cancer left ovary, donor1	__na	__na
11702	FF:11702-123B1	CNhs13076	__na	__na	__na	__na	primary_cell	Smooth Muscle Cells - Umbilical Vein, donor3	__na	__na
11701	FF:11701-123A9	CNhs12128	__na	__na	__na	__na	primary_cell	Fibroblast - Mammary, donor3	__na	__na
11696	FF:11696-123A4	CNhs12920	__na	__na	__na	__na	primary_cell	Fibroblast - Villous Mesenchymal, donor3	__na	__na
11692	FF:11692-122I9	CNhs12734	__na	__na	__na	__na	primary_cell	Fibroblast - Conjunctival, donor3	__na	__na
11688	FF:11688-122I5	CNhs12921	__na	__na	__na	__na	primary_cell	Keratocytes, donor3	__na	__na
11685	FF:11685-122I2	CNhs12627	__na	__na	__na	__na	primary_cell	Hepatic Stellate Cells (lipocyte), donor3	__na	__na
11682	FF:11682-122H8	CNhs12625	RDhi10054	__na	__na	__na	primary_cell	Hepatic Sinusoidal Endothelial Cells, donor3	__na	__na
11672	FF:11672-122G7	CNhs12623	__na	__na	__na	__na	primary_cell	Bronchial Epithelial Cell, donor3	__na	__na
11671	FF:11671-122G6	CNhs12119	__na	__na	__na	__na	primary_cell	Alveolar Epithelial Cells, donor3	__na	__na
11668	FF:11668-122G3	CNhs12622	__na	__na	__na	__na	primary_cell	Esophageal Epithelial Cells, donor3	__na	__na
11659	FF:11659-122F3	CNhs12621	__na	__na	__na	__na	primary_cell	Schwann Cells, donor3	__na	__na
11653	FF:11653-122E6	CNhs12620	__na	__na	__na	__na	primary_cell	Fibroblast - Choroid Plexus, donor3	__na	__na
11652	FF:11652-122E5	CNhs12116	__na	__na	__na	__na	primary_cell	Pericytes, donor3	__na	__na
11625	FF:11625-122B5	CNhs12205	__na	E035	__na	__na	primary_cell	CD34+ Progenitors, donor2	Primary hematopoietic stem cells	low_quantity
11620	FF:11620-122A9	CNhs12103	__na	__na	__na	__na	primary_cell	Fibroblast - Mammary, donor2	__na	__na
11619	FF:11619-122A8	CNhs12102	__na	__na	__na	__na	primary_cell	Mesenchymal Stem Cells - umbilical, donor2	__na	__na
11617	FF:11617-122A6	CNhs12101	__na	E025	__na	__na	primary_cell	Mesenchymal Stem Cells - adipose, donor2	Adipose Derived Mesenchymal Stem Cell Cultured Cells	__na
11615	FF:11615-122A4	CNhs12099	__na	__na	__na	__na	primary_cell	Fibroblast - Villous Mesenchymal, donor2	__na	__na
11613	FF:11613-122A2	CNhs12098	__na	__na	__na	__na	primary_cell	Amniotic Epithelial Cells, donor2	__na	__na
11612	FF:11612-122A1	CNhs12097	__na	__na	__na	__na	primary_cell	Trabecular Meshwork Cells, donor2	__na	__na
11608	FF:11608-120I6	CNhs12096	__na	__na	__na	__na	primary_cell	Retinal Pigment Epithelial Cells, donor2	__na	__na
11606	FF:11606-120I4	CNhs12094	__na	__na	__na	__na	primary_cell	Corneal Epithelial Cells, donor2	__na	__na
11598	FF:11598-120H5	CNhs12089	__na	__na	__na	__na	primary_cell	Renal Mesangial Cells, donor2	__na	__na
11593	FF:11593-120G9	CNhs12567	__na	__na	__na	__na	primary_cell	Smooth Muscle Cells - Tracheal, donor2	__na	__na
11591	FF:11591-120G7	CNhs12085	__na	__na	__na	__na	primary_cell	Bronchial Epithelial Cell, donor2	__na	__na
11588	FF:11588-120G4	CNhs12727	__na	__na	__na	__na	primary_cell	Smooth Muscle Cells - Esophageal, donor2	__na	__na
